COUNTER|NAME|RATING|ADDRESS|PHONE|BUDGET|CUISINE
577|Benihana|3.0 star rating|1496 Old Bayshore HwyBurlingame, CA 94010|(650) 342-5202|$$$|"Sushi Bars,
                    Teppanyaki"
578|Pranzi Italian Bistro|4.0 star rating|777 Laurel StSan Carlos, CA 94070|(650) 453-3768|$$|"Italian,
                    Mediterranean"
579|Specialty’s Café & Bakery|3.0 star rating|1031 E Hillsdale BlvdFoster City, CA 94404|(877) 502-2837|$$|"Sandwiches,
                    Salad,
                    Cafes"
580|Pazzo|4.5 star rating|1179 Laurel StSan Carlos, CA 94070|(650) 591-1075|$$|"Pizza,
                    Italian"
581|Casa Chapina||140 2nd AvenueSan Mateo, CA 94401|(650) 342-0115||Restaurants
581|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Chicken Wings,
                    Fast Food"
582|Agenzen Cuisine|4.0 star rating|102 S El Camino RealMillbrae, CA 94030|(650) 231-4440|$$|"Japanese,
                    Sushi Bars"
583|IHOP|3.0 star rating|531 Foster City BlvdFoster City, CA 94404|(650) 573-8887|$$|"Breakfast & Brunch,
                    American (Traditional)"
584|Panda Express|2.5 star rating|2011 Chess DrFoster City, CA 94404|(650) 525-1816|$|"Chinese,
                    Fast Food"
585|Specialty’s Café & Bakery|3.0 star rating|1031 E Hillsdale BlvdFoster City, CA 94404|(877) 502-2837|$$|"Sandwiches,
                    Salad,
                    Cafes"
586|Aroma Cafe|4.0 star rating|1350 Bayshore HwyBurlingame, CA 94010|(650) 627-4980|$|"Cafes,
                    Sandwiches,
                    Breakfast & Brunch"
587|Grand Harbor|2.5 star rating|1492 Old Bayshore HwyBurlingame, CA 94010|(650) 347-9988|$$|"Seafood,
                    Dim Sum,
                    Cantonese"
588|Patxi’s Pizza|3.5 star rating|677 Laurel StSan Carlos, CA 94070|(650) 832-1112|$$|"Pizza,
                    Italian,
                    Salad"
589|El Torito|2.5 star rating|1590 Old Bayshore HwyBurlingame, CA 94010|(650) 692-3113|$$|"Mexican,
                    Bars,
                    Buffets"
590|Seventy-Seven|4.0 star rating|200 Redwood Shores ParkwayRedwood City, CA 94065|(650) 593-4900|$$$|Tapas/Small Plates
591|The Third Eye Restaurant & Bar|4.0 star rating|333 BroadwayMillbrae, CA 94030|(650) 777-0907|$$|"Indian,
                    Himalayan/Nepalese,
                    Cocktail Bars"
591|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
592|The Third Eye Restaurant & Bar|4.0 star rating|333 BroadwayMillbrae, CA 94030|(650) 777-0907|$$|"Indian,
                    Himalayan/Nepalese,
                    Cocktail Bars"
593|Seventy-Seven|4.0 star rating|200 Redwood Shores ParkwayRedwood City, CA 94065|(650) 593-4900|$$$|Tapas/Small Plates
594|Grand Harbor|2.5 star rating|1492 Old Bayshore HwyBurlingame, CA 94010|(650) 347-9988|$$|"Seafood,
                    Dim Sum,
                    Cantonese"
595|Ben Tre Vietnamese Homestyle Cuisine|4.0 star rating|219 El Camino RealMillbrae, CA 94030|(650) 689-5588|$$|Vietnamese
596|TasteVin Wine Bar & Bistro|4.5 star rating|890 Laurel StSan Carlos, CA 94070|(650) 486-1740|$$|"Wine Bars,
                    Tapas/Small Plates,
                    Venues & Event Spaces"
597|In-N-Out Burger|4.0 star rating|11 Rollins RdMillbrae, CA 94031|(800) 786-1000|$|"Fast Food,
                    Burgers"
598|Noelani’s|3.5 star rating|1037 Laurel StSan Carlos, CA 94070|(650) 394-8169|$$|"Hawaiian,
                    Asian Fusion,
                    Lounges"
599|Panda Dumpling|3.5 star rating|1195 Laurel StSan Carlos, CA 94070|(650) 593-8888|$$|Chinese
600|Seiya Japanese Restaurant|4.0 star rating|741 Laurel StSan Carlos, CA 94070|(650) 508-8888|$$$|"Japanese,
                    Seafood,
                    Sushi Bars"
601|Piacere|3.0 star rating|727 Laurel StSan Carlos, CA 94070|(650) 592-3536|$$$|American (New)
601|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
602|TasteVin Wine Bar & Bistro|4.5 star rating|890 Laurel StSan Carlos, CA 94070|(650) 486-1740|$$|"Wine Bars,
                    Tapas/Small Plates,
                    Venues & Event Spaces"
603|Sneakers Pub & Grill|3.5 star rating|1163 San Carlos AveSan Carlos, CA 94070|(650) 802-0177|$$|"American (Traditional),
                    Tex-Mex,
                    Burgers"
604|Taylor’s Bay Cafe & Deli|4.0 star rating|840 Stanton RdBurlingame, CA 94010|(650) 697-7095|$$|"Cafes,
                    Delis"
605|Grill & Vine|3.5 star rating|1 Old Bayshore HwyMillbrae, CA 94030|(650) 872-8141|$$|"American (New),
                    Bars"
606|Hot Wok Bistro Too|4.5 star rating|1541 Laurel StSan Carlos, CA 94070|(650) 622-4979|$|Chinese
607|Seiya Japanese Restaurant|4.0 star rating|741 Laurel StSan Carlos, CA 94070|(650) 508-8888|$$$|"Japanese,
                    Seafood,
                    Sushi Bars"
608|Siamese Kitchen|3.5 star rating|637 Laurel StSan Carlos, CA 94070|(650) 592-3277|$$|Thai
609|Kaya Tofu & Bbq|3.0 star rating|39 El Camino RealSan Carlos, CA 94070|(650) 595-9292|$$|"Korean,
                    Barbeque"
610|Von’s Chicken|3.0 star rating|39 El Camino RealSan Carlos, CA 94070|(650) 595-9292|$$|Korean
611|Santorini|3.5 star rating|753 Laurel StSan Carlos, CA 94070|(650) 637-8283|$$|"Greek,
                    Mediterranean"
611|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
612|Amici’s East Coast Pizzeria|3.5 star rating|226 Redwood Shores PkwyRedwood Shores, CA 94065|(650) 654-3333|$$|Pizza
613|Gateway Cafe|3.0 star rating|1820 Gateway DrFoster City, CA 94404|(650) 341-3104|$|"Breakfast & Brunch,
                    Fast Food"
614|The Omelette House|3.5 star rating|66 El Camino RealSan Carlos, CA 94070|(650) 593-4773|$$|"Breakfast & Brunch,
                    American (Traditional)"
615|Yan’s Garden|4.0 star rating|885 Laurel StSan Carlos, CA 94070|(650) 593-9777|$$|Chinese
616|Kanoya|3.5 star rating|100 El Camino RealMillbrae, CA 94030|(650) 652-9588|$$|Japanese
617|The New Italian||Hillsdale Mall Food CrtSan Mateo, CA|(650) 347-3333||Italian
618|L&L Hawaiian Barbecue|3.5 star rating|340 Adrian RdMillbrae, CA 94030|(650) 259-8063|$|"Hawaiian,
                    Barbeque"
619|Gracie’s Delectables|4.5 star rating|902 Laurel StSan Carlos, CA 94070|(650) 595-4049|$|"Delis,
                    Sandwiches"
620|Costco Food Court|3.5 star rating|1001 Metro Ctr BlvdFoster City, CA 94404|(650) 286-0739|$|"Pizza,
                    Fast Food"
621|Manna Jpt|4.0 star rating|Sequoia & MurchisonMillbrae, CA 94030|(415) 627-7400|$$|"Street Vendors,
                    Sushi Bars,
                    Japanese"
621|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Chicken Wings,
                    Fast Food"
622|Carl’s Jr.|3.0 star rating|1140 Triton DrFoster City, CA 94404|(650) 349-1221|$|Fast Food
623|Athena Gyro Greek Restaurant|3.0 star rating|969 Edgewater BlvdFoster City, CA 94404|(650) 312-1515|$$|"Greek,
                    Mediterranean"
624|Manna Jpt|4.0 star rating|Sequoia & MurchisonMillbrae, CA 94030|(415) 627-7400|$$|"Street Vendors,
                    Sushi Bars,
                    Japanese"
625|Adeline Market|4.0 star rating|1508 Adeline DrBurlingame, CA 94010|(650) 343-2252|$|"Grocery,
                    Sandwiches"
626|IHOP|3.0 star rating|510 El Camino RealBelmont, CA 94002|(650) 610-8887|$$|"Breakfast & Brunch,
                    Diners"
627|Il Fornaio|3.0 star rating|San Mateo, CA 94401|(888) 482-5426||"Italian,
                    Caterers"
628|Tokiko|3.5 star rating|Burlingame, CA 94010|(650) 922-2426|$$|"Japanese,
                    Food Trucks"
629|West Bay Cafe|2.5 star rating|1177 Airport BlvdBurlingame, CA 94010|(650) 373-7038|$$|"Gluten-Free,
                    American (Traditional)"
630|My Breakfast House|4.0 star rating|1137 Laurel StSan Carlos, CA 94070|(650) 598-7600|$$|Breakfast & Brunch
631|Johnston’s Saltbox|4.0 star rating|1696 Laurel StSan Carlos, CA 94070|(650) 592-7258|$$|"American (New),
                    Breakfast & Brunch"
631|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
632|Kin Yobi Ramen|3.5 star rating|293 El Camino RealMillbrae, CA 94030|(650) 204-7866|$$|Ramen
633|Genie||1000 Foster citySan Mateo, CA 94404|(650) 218-5228||Pizza
634|New Century NCT Restaurant supplies||San Mateo, CA|(510) 488-3833||Chinese
635|Hangar Steak|3.5 star rating|1800 Old Bayshore HwyBurlingame, CA 94010|(650) 692-9100|$$$|Steakhouses
636|Cafe Encore|3.5 star rating|350 Adrian RdMillbrae, CA 94030|(650) 259-9213|$|Chinese
637|Nino’s Ristorante & Pizzeria|3.5 star rating|621 Laurel StSan Carlos, CA 94070|(650) 592-9303|$$|"Italian,
                    Pizza"
638|Noah’s Bagels|2.5 star rating|1000 Metro Center BlvdFoster City, CA 94404|(650) 574-7727|$|"Bagels,
                    Breakfast & Brunch,
                    Sandwiches"
639|Bua Thong Kitchen|3.5 star rating|1320 BroadwayBurlingame, CA 94010|(650) 347-4340|$$|Thai
640|The Garden Grille and Bar|4.0 star rating|765 Airport BlvdBurlingame, CA 94010|(650) 347-7800|$$|"American (Traditional),
                    American (New)"
641|Curry Up Now|3.5 star rating|Redwood City, CA 94065|(650) 477-3000|$|"Food Stands,
                    Indian"
641|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Chicken Wings,
                    Fast Food"
642|Hangar Steak|3.5 star rating|1800 Old Bayshore HwyBurlingame, CA 94010|(650) 692-9100|$$$|Steakhouses
643|Nino’s Ristorante & Pizzeria|3.5 star rating|621 Laurel StSan Carlos, CA 94070|(650) 592-9303|$$|"Italian,
                    Pizza"
644|Ryu Sushi Bistro|4.0 star rating|1201 Laurel StSan Carlos, CA 94070|(650) 508-8800|$$|"Japanese,
                    Sushi Bars"
645|Cafe Encore|3.5 star rating|350 Adrian RdMillbrae, CA 94030|(650) 259-9213|$|Chinese
646|The Game Day Truck|4.5 star rating||(650) 762-6170|$|"Food Trucks,
                    Cambodian"
647|New Century NCT Restaurant supplies||San Mateo, CA|(510) 488-3833||Chinese
648|Fortune House Chinese Restaurant|4.0 star rating|1050 El Camino RealSan Carlos, CA 94070|(650) 802-8081|$$|Chinese
649|The Crepe Stop|3.5 star rating|852 Laurel StSan Carlos, CA 94070|(650) 264-8126|$|"Creperies,
                    Gelato,
                    Waffles"
650|Shanghai Dumpling Shop|3.5 star rating|455 BroadwayMillbrae, CA 94030|(650) 697-0682|$$|"Shanghainese,
                    Dim Sum"
651|Hot Pot Garden|3.5 star rating|195 El Camino RealMillbrae, CA 94030|(650) 239-9660|$$|"Hot Pot,
                    Cantonese"
651|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
652|Shanghai Dumpling Shop|3.5 star rating|455 BroadwayMillbrae, CA 94030|(650) 697-0682|$$|"Shanghainese,
                    Dim Sum"
653|Hong Kong Flower Lounge|3.0 star rating|51 Millbrae AveMillbrae, CA 94030|(650) 692-6666|$$|"Dim Sum,
                    Seafood"
654|La Petite Camille|3.5 star rating|170 El Camino RealMillbrae, CA 94030|(650) 692-4978|$$|Vietnamese
655|3 J’s|4.0 star rating|833 Mahler RdBurlingame, CA 94010|(650) 697-0528|$|"Delis,
                    Salad,
                    Sandwiches"
656|The Bamboo Garden|3.5 star rating|309 BroadwayMillbrae, CA 94030|(650) 697-1168|$$|Chinese
657|Happy Chef Restaurant|3.5 star rating|1520 Trousdale DrBurlingame, CA 94010|(650) 697-6449|$|Chinese
658|Shores Cafe|4.5 star rating|270 Redwood Shores PkwyRedwood City, CA 94065|(650) 654-2106|$|"Bars,
                    Cafes"
659|Tyler Florence Rotisserie|4.0 star rating|780 S Airport BlvdSan Francisco, CA 94128||$$|American (New)
660|Peter’s Cafe|3.5 star rating|10 El Camino RealMillbrae, CA 94030|(650) 697-2434|$$|"Diners,
                    American (Traditional),
                    Breakfast & Brunch"
661|3 Pigs BBQ|4.0 star rating|1754 Laurel StSan Carlos, CA 94070|(650) 592-4227|$$|"Barbeque,
                    American (Traditional)"
661|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
662|Full House|3.0 star rating|1851 El Camino RealBurlingame, CA 94010|(650) 697-4588|$$|Chinese
663|Sushi Sada|3.5 star rating|1861 El Camino RealBurlingame, CA 94010|(650) 692-6938|$$|"Japanese,
                    Sushi Bars,
                    Soup"
664|Zen Sushi Bistro|3.5 star rating|420 BroadwayMillbrae, CA 94030|(650) 697-9988|$$|"Japanese,
                    Sushi Bars"
665|888 Ristorante Italiano|4.0 star rating|888 Laurel StSan Carlos, CA 94070|(650) 591-0920|$$$|Italian
666|Cafe Bayside|3.0 star rating|4100 E 3rd AveFoster City, CA 94404|(650) 225-9494|$|"Italian,
                    Sandwiches"
667|Cafe Florian|3.0 star rating|1221 Chess DrFoster City, CA 94404|(650) 570-5700|$$|"Breakfast & Brunch,
                    Cafes,
                    American (Traditional)"
668|Amazing Wok|4.0 star rating|1653 Laurel StSan Carlos, CA 94070|(650) 595-2031|$|Chinese
669|Broiler Express|3.5 star rating|895 Laurel StSan Carlos, CA 94070|(650) 593-2222|$|"Greek,
                    Mexican,
                    Mediterranean"
670|Tortillas Mexican Grill|3.5 star rating|360 Adrian RdMillbrae, CA 94030|(650) 692-8226|$|Mexican
671|Wendy’s|2.5 star rating|698 Ralston AveBelmont, CA 94002|(650) 594-0400|$|"Fast Food,
                    Burgers"
671|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Chicken Wings,
                    Fast Food"
672|Broiler Express|3.5 star rating|895 Laurel StSan Carlos, CA 94070|(650) 593-2222|$|"Greek,
                    Mexican,
                    Mediterranean"
673|888 Ristorante Italiano|4.0 star rating|888 Laurel StSan Carlos, CA 94070|(650) 591-0920|$$$|Italian
674|Cafe Salina|3.5 star rating|235 BroadwayMillbrae, CA 94030|(650) 692-2992|$$|"Chinese,
                    Cafes,
                    Breakfast & Brunch"
675|Wendy’s|2.5 star rating|698 Ralston AveBelmont, CA 94002|(650) 594-0400|$|"Fast Food,
                    Burgers"
676|The Sandwich Spot|4.0 star rating|1312 Laurel StSan Carlos, CA 94070|(650) 394-4770|$|"Sandwiches,
                    Cafes,
                    Delis"
677|Cafe Florian|3.0 star rating|1221 Chess DrFoster City, CA 94404|(650) 570-5700|$$|"Breakfast & Brunch,
                    Cafes,
                    American (Traditional)"
678|Tasty Pearl Cafe|3.0 star rating|213 El Camino RealMillbrae, CA 94030|(650) 689-5695|$$|Cafes
679|The Kitchen|3.0 star rating|279 El Camino RealMillbrae, CA 94030|(650) 692-9688|$$|"Dim Sum,
                    Cantonese"
680|Austin’s||843 Pollux CtFoster City, CA 94404|||Barbeque
681|Millbrae Pancake House|4.0 star rating|1301 El Camino RealMillbrae, CA 94030|(650) 589-2080|$$|Breakfast & Brunch
681|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
682|McDonald’s|2.0 star rating|522 El Camino RealBelmont, CA 94002|(650) 592-6833|$|"Burgers,
                    Fast Food"
683|House of Bagels|4.0 star rating|605 Laurel StSan Carlos, CA 94070|(650) 637-8277|$|"Bagels,
                    Breakfast & Brunch,
                    Sandwiches"
684|Tasty Pearl Cafe|3.0 star rating|213 El Camino RealMillbrae, CA 94030|(650) 689-5695|$$|Cafes
685|Baja Fresh Mexican Grill|3.0 star rating|240 El Camino RealSan Carlos, CA 94070|(650) 622-9045|$|"Fast Food,
                    Mexican"
686|The Kitchen|3.0 star rating|279 El Camino RealMillbrae, CA 94030|(650) 692-9688|$$|"Dim Sum,
                    Cantonese"
687|Bagel Street Cafe|3.5 star rating|254 Redwood Shores PkwyRedwood City, CA 94065|(650) 593-0103|$|"Bagels,
                    Cafes"
688|Millbrae Pancake House|4.0 star rating|1301 El Camino RealMillbrae, CA 94030|(650) 589-2080|$$|Breakfast & Brunch
689|Sweet Temptations|4.0 star rating|Belmont, CA 94002|(650) 207-3470|$$$|"Gluten-Free,
                    Desserts"
690|The Office Bar & Grill|3.5 star rating|1748 El Camino RealSan Carlos, CA 94070|(650) 598-9740|$$|"Bars,
                    American (New),
                    Burgers"
691|Panera Bread|3.5 star rating|320 Adrian RoadMillbrae, CA 94030|(650) 692-3100|$|"Sandwiches,
                    Salad,
                    Soup"
691|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
692|Sixteen Mile House|3.5 star rating|448 BroadwayMillbrae, CA 94030|(650) 697-6118|$$|"Steakhouses,
                    Cocktail Bars,
                    Seafood"
693|House of Bagels|4.0 star rating|605 Laurel StSan Carlos, CA 94070|(650) 637-8277|$|"Bagels,
                    Breakfast & Brunch,
                    Sandwiches"
694|Sweet Temptations|4.0 star rating|Belmont, CA 94002|(650) 207-3470|$$$|"Gluten-Free,
                    Desserts"
695|Bay Watch Restaurant|3.5 star rating|1841 El Camino RealBurlingame, CA 94010|(650) 692-2226|$$|"Breakfast & Brunch,
                    American (Traditional)"
696|Lunch Box|4.5 star rating|1163 San Carlos AveSan Carlos, CA 94070|(650) 596-8031||"Hot Dogs,
                    Salad,
                    Sandwiches"
697|Chicken Pho You|3.0 star rating|292 Broadway AveMillbrae, CA 94030|(650) 692-8865|$|"Vietnamese,
                    Chinese,
                    Asian Fusion"
698|Tai Wu|3.0 star rating|300 El Camino RealMillbrae, CA 94030|(650) 697-7888|$$|"Dim Sum,
                    Cantonese"
699|Thai Stick|3.0 star rating|301 El Camino RealMillbrae, CA 94030|(650) 692-0414|$$|Thai
700|Tokyo Meet Hanoi|||(415) 370-7721||"Japanese,
                    Food Trucks,
                    Vietnamese"
701|PeteZeria Forno|5.0 star rating|Belmont, CA|(650) 430-2352||"Caterers,
                    Pizza"
701|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
702|Una Mas Mexican Grill|2.5 star rating|224 Redwood Shores PkwyRedwood City, CA 94065|(650) 654-4690|$|Mexican
703|Narin Thai Cuisine|3.5 star rating|231 Park RdBurlingame, CA 94010|(650) 344-1900|$$|Thai
704|T4|3.5 star rating|315 BroadwayMillbrae, CA 94030|(650) 302-4755|$|"Juice Bars & Smoothies,
                    Tea Rooms,
                    Cafes"
705|Cafe Orchid|3.0 star rating|9B El Camino RealMillbrae, CA 94030|(650) 697-3988|$|Chinese
706|Hoa Ky|3.5 star rating|447 BroadwayMillbrae, CA 94030|(650) 697-4210|$|Vietnamese
707|Bashamichi|4.0 star rating|1390 El Camino RealMillbrae, CA 94030|(650) 742-1003|$$|"Steakhouses,
                    Japanese,
                    Tapas/Small Plates"
708|Oracle Cafe 200|3.0 star rating|200 Oracle PkwyRedwood City, CA 94065||$|"Mexican,
                    Sandwiches"
709|Leonardo’s Italian Deli & Cafe|4.0 star rating|540 BroadwayMillbrae, CA 94030|(650) 697-9779|$|"Delis,
                    Coffee & Tea,
                    Italian"
710|Lincoln Centre Cafe|4.0 star rating|850 Lincoln Centre DrFoster City, CA 94404|||Restaurants
711|Zadna Restaurant|4.5 star rating|2653 BroadwayRedwood City, CA 94063|(650) 366-9600|$$|Mediterranean
711|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Chicken Wings,
                    Fast Food"
712|Neil’s Cafe|4.0 star rating|Burlingame Plaza Shopping CenterBurlingame, CA 94010||$$|Cafes
713|Zadna Restaurant|4.5 star rating|2653 BroadwayRedwood City, CA 94063|(650) 366-9600|$$|Mediterranean
714|Mission Bar & Grill|3.5 star rating|San Francisco International AirportSan Francisco, CA 94128|(650) 821-8304|$$|"Burgers,
                    Bars,
                    Breakfast & Brunch"
715|Caffe Roma Coffee Roasting|3.5 star rating|143 S El Camino RealMillbrae, CA 94030|(650) 692-7700|$|"Coffee & Tea,
                    Breakfast & Brunch,
                    American (New)"
716|EA Commons Café|4.0 star rating|209 Redwood Shores PkwyRedwood City, CA 94065|(650) 628-1500|$$$|Cafeteria
717|Cafe 20|3.0 star rating|20 Davis DrBelmont, CA 94002|||"American (Traditional),
                    Delis,
                    Burgers"
718|Burger Joint|3.0 star rating|780 S Airport BlvdSan Francisco, CA 94128||$$|"Burgers,
                    Sandwiches"
719|EA Atrium Café|4.0 star rating|250 Shoreline DrRedwood City, CA 94065|||Cafeteria
720|Round Table Pizza|2.5 star rating|1084 Foster City BlvdFoster City, CA 94404|(650) 341-7457|$$|"Pizza,
                    Buffets"
721|Broadway Bistro|2.5 star rating|349 BroadwayMillbrae, CA 94030|(650) 692-3378|$|Chinese
721|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
722|Broadway Bistro|2.5 star rating|349 BroadwayMillbrae, CA 94030|(650) 692-3378|$|Chinese
723|Gourmet Village|3.0 star rating|465 BroadwayMillbrae, CA 94030|(650) 697-7788|$$|Chinese
724|Pizza Hut|2.0 star rating|1141 Triton AveFoster City, CA 94404|(650) 345-3511|$|"Pizza,
                    Italian,
                    Chicken Wings"
725|Cafe Royale|3.5 star rating|1818 Gilbreth RdBurlingame, CA 94010|(650) 697-2526|$|"Coffee & Tea,
                    Sandwiches"
726|Yi Yuan Szechuan|4.0 star rating|1711 El Camino RealMillbrae, CA 94030|(650) 869-6222|$$|Szechuan
727|Sushi Kei|3.5 star rating|407 BroadwayMillbrae, CA 94030|(650) 692-0100|$$|"Sushi Bars,
                    Japanese"
728|Lark Creek Grill|3.0 star rating|SFO Airport Terminal 2San Francisco, CA 94128|(650) 821-9315|$$|"American (Traditional),
                    Seafood"
729|Yummy Szechuan|4.5 star rating|1661 EL Camino RealMillbrae, CA 94030|(650) 615-9648|$$|Szechuan
730|Conchita Taco Truck|4.0 star rating|1635 Rollins RdBurlingame, CA 94010|||Food Stands
731|Mr. Pickle’s Sandwich Shop|4.0 star rating|405 BroadwayMillbrae, CA 94030|(650) 697-1980|$|"Delis,
                    Sandwiches"
731|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
732|Cafe Royale|3.5 star rating|1818 Gilbreth RdBurlingame, CA 94010|(650) 697-2526|$|"Coffee & Tea,
                    Sandwiches"
733|Yummy Szechuan|4.5 star rating|1661 EL Camino RealMillbrae, CA 94030|(650) 615-9648|$$|Szechuan
734|Kristi Marie’s|5.0 star rating|318 Arguello StRedwood City, CA 94063|(650) 369-4351|$|"Cafes,
                    Bakeries,
                    Coffee & Tea"
735|My Big Fat Greek Athena|3.0 star rating|969 Edgewater BlvdFoster City, CA 94404|(650) 312-1515|$|"Greek,
                    Mediterranean"
736|Positano Wine Bar|4.0 star rating|619 Laurel StSan Carlos, CA 94070|(650) 591-5700|$$|"Wine Bars,
                    Italian,
                    Pizza"
737|Mediterranean Delite|3.5 star rating|1620 El Camino RealSan Carlos, CA 94070|(650) 654-9172|$$|"Delis,
                    Caterers,
                    Mediterranean"
738|Vanilla Moon Bakery|3.5 star rating|872 Laurel StSan Carlos, CA 94070|(650) 593-3015|$$|"Bakeries,
                    Desserts,
                    Sandwiches"
739|Curry Wrapper’s Delight|4.5 star rating|312 Arguello StRedwood City, CA 94063|(650) 261-3987|$|"Indian,
                    Vegetarian"
740|Thai Time|3.5 star rating|1240 El Camino RealSan Carlos, CA 94070|(650) 596-8400|$$|Thai
741|Chef Wang Restaurant|3.5 star rating|1320 El Camino RealMillbrae, CA 94030|(650) 588-3648|$|Chinese
741|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Chicken Wings,
                    Fast Food"
742|Taco Bell|3.0 star rating|259 El Camino RealSan Carlos, CA 94070|(650) 508-8226|$|"Fast Food,
                    Mexican,
                    Tex-Mex"
743|Thoughtstorm||3820 Center PassPasadena, CA 91109|(626) 140-5327||Restaurants
744|Curry Wrapper’s Delight|4.5 star rating|312 Arguello StRedwood City, CA 94063|(650) 261-3987|$|"Indian,
                    Vegetarian"
745|Positano Wine Bar|4.0 star rating|619 Laurel StSan Carlos, CA 94070|(650) 591-5700|$$|"Wine Bars,
                    Italian,
                    Pizza"
746|Shiki Bistro|3.5 star rating|825 Laurel StSan Carlos, CA 94070|(650) 593-2275|$$|"Japanese,
                    Sushi Bars"
747|Kobe||Foster City, CA 94404|(408) 444-2679||Japanese
748|Chef Wang Restaurant|3.5 star rating|1320 El Camino RealMillbrae, CA 94030|(650) 588-3648|$|Chinese
749|The Sandwich Spot|4.5 star rating|2420 Broadway StRedwood City, CA 94063|(650) 299-1300|$|"Sandwiches,
                    Hookah Bars,
                    American (New)"
750|Taco Truck|4.0 star rating|Redwood ShoresRedwood City, CA 94065|||"Mexican,
                    Imported Food"
751|Las Parrillas Taco Truck|3.5 star rating|Shoreway Rd Redwood Shores PkwyRedwood City, CA 94065|(650) 333-4444|$|"Mexican,
                    Food Trucks"
751|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
752|Taco Bell|3.0 star rating|259 El Camino RealSan Carlos, CA 94070|(650) 508-8226|$|"Fast Food,
                    Mexican,
                    Tex-Mex"
753|Vanilla Moon Bakery|3.5 star rating|872 Laurel StSan Carlos, CA 94070|(650) 593-3015|$$|"Bakeries,
                    Desserts,
                    Sandwiches"
754|Amoura Employee Cafe|3.5 star rating|San Francisco International AirportSan Francisco, CA 94128|(650) 821-0040|$|"Breakfast & Brunch,
                    Burgers"
755|Sandwich Hut|3.0 star rating|603 Laurel StSan Carlos, CA 94070||$|"Delis,
                    Sandwiches"
756|Hotel Employees & Restaurant Employees Union Loc 340 Afl-CIO||209 Highland AvenueBurlingame, CA 94010|(650) 342-7681||Restaurants
757|I Dumpling|4.0 star rating|2660 Broadway StRedwood City, CA 94063|(650) 568-9789|$|"Chinese,
                    Taiwanese,
                    Asian Fusion"
758|HD Chinese Yunnan Rice Noodle|4.0 star rating|1625 El Camino RealMillbrae, CA 94030|(650) 872-2338|$|"Chinese,
                    Noodles"
759|Wingstop|3.5 star rating|1085 El Camino RealMillbrae, CA 94030|(650) 697-3300|$$|Chicken Wings
760|El Super Burrito|3.5 star rating|780 El Camino RealMillbrae, CA 94030|(650) 583-0487|$|Mexican
761|Sunshine Cafe|1.5 star rating|1397 El Camino RealBelmont, CA 94002|(650) 654-1230||Diners
761|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
762|Las Parrillas Taco Truck|3.5 star rating|Shoreway Rd Redwood Shores PkwyRedwood City, CA 94065|(650) 333-4444|$|"Mexican,
                    Food Trucks"
763|Ike’s Cold|2.0 star rating|555 Twin Dolphin DrRedwood City, CA 94065||$|Sandwiches
764|Century Cafe|2.0 star rating|1065 E Hillsdale BlvdFoster City, CA 94404|(650) 571-8097|$|Restaurants
765|Don Pablo|4.0 star rating|San Carlos, CA 94070|(650) 793-8184|$$|"Food Trucks,
                    Peruvian,
                    Asian Fusion"
766|The Plant Cafe Organic|3.0 star rating|780 S Airport BlvdSan Francisco, CA 94128|(650) 821-9290|$$|"Vegetarian,
                    Juice Bars & Smoothies,
                    Coffee & Tea"
